Storeid,StoreName,State,ENERGIZER_1_sales,ENERGIZER_1 suggest,ENERGIZER_2_sales,ENERGIZER_2 suggest,ENERGIZER_3_sales,ENERGIZER_3 suggest,ENERGIZER_4_sales,ENERGIZER_4 suggest,EVEREADY_1_sales,EVEREADY_1_suggest,ARMORALL_1_sales,ARMORALL_1_suggest,ARMORALL_2_sales,ARMORALL_2_suggest,JELLYBELLY_1_sales,JELLYBELLY_1_suggest,TORCH_1_sales,TORCH_1_suggest
183120,IGA M FRESHWATER (SUPERMART),NSW,1,1,2,2,1,1,2,2,0,0,0,0,0,0,2,2,1,1
21544,IGA M LINDFIELD (SUPAMART IGA LINDFIELD),NSW,2,1,2,2,1,1,2,2,0,0,0,0,0,0,2,2,1,1
22373,IGA M PENNANT HILLS,NSW,1,1,2,2,1,1,2,2,0,0,1,1,0,0,2,2,1,1
15426,IGA M ROSE BAY,NSW,1,1,2,2,0,0,2,2,0,0,0,0,0,0,2,2,1,1
18052,IGA L LLOYDS SOUTH HURSTVILLE,NSW,3,1,0,0,2,2,0,0,0,0,1,1,0,0,2,2,0,0
6252,IGA L LLOYDS SPRINGWOOD,NSW,3,1,0,0,2,2,0,0,0,0,1,1,1,1,2,2,0,0
745,IGA M LLOYDS NORTH CRONULLA,NSW,3,1,0,0,2,2,0,0,0,0,1,1,1,1,2,2,0,0
8863,IGA M NEWTOWN,NSW,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8645,IGA M PANANIA,NSW,3,1,0,0,2,2,0,0,0,0,1,1,1,1,2,2,0,0
20010,FOODWORKS CANOWINDRA,NSW,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0
7696,FOODWORKS CONDOBOLIN,NSW,1,1,0,0,0,0,1,1,0,0,2,2,1,1,0,0,0,0
16146,FWKS LAKE CARGELLIGO,NSW,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
53354,IGA L YASS,NSW,1,1,0,0,1,1,1,1,1,1,1,1,2,2,0,0,0,0
17286,IGA M COONAMBLE,NSW,1,1,0,0,1,1,0,0,1,1,1,1,1,1,2,2,0,0
4283,IGA M HILLSTON,NSW,1,1,0,0,0,0,1,1,1,1,0,0,1,1,2,2,1,1
10164,IGA M LAKE CARGELLIGO,NSW,1,1,0,0,1,1,1,1,1,1,2,2,1,1,0,0,0,0
9360,IGA M NARRANDERA,NSW,1,1,0,0,1,1,0,0,1,1,0,0,1,1,2,2,0,0
21216,IGA M TREGEAR,NSW,1,1,0,0,1,1,1,1,1,1,2,2,1,1,0,0,0,0
12653,IGA M WALGETT,NSW,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
210855,IGA M WEST WYALONG,NSW,1,1,0,0,1,1,1,1,1,1,2,2,0,0,0,0,0,0
41299,IGA L PERIES KINGAROY,QLD,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
17115,IGA L PERIES NANANGO,QLD,3,1,1,1,1,1,0,0,3,3,0,0,0,0,0,0,0,0
21718,IGA L PROSERPINE,QLD,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
13500,IGA M KILCOY (PERIES),QLD,3,1,1,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0
39150,IGA M PERIES WOODFORD,QLD,2,1,1,1,1,1,0,0,2,2,0,0,0,0,0,0,0,0
278,IGA M YARRAMAN,QLD,2,1,0,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0
451,IGA L MANOORA PERIES,QLD,2,1,0,0,2,2,0,0,2,2,2,2,0,0,0,0,0,0
33160,IGA L GATTON (SPANO),QLD,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33043,IGA L STANTHORPE (SPANO),QLD,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46008,IGA L WARWICK (SPANO),QLD,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20980,IGA M MERMAID WATERS,QLD,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20612,IGA M NERANG,QLD,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123090,IGA M SPANOS ROBINA (EASY T),QLD,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20885,IGA M BLI BLI (WHITES),QLD,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
21103,IGA M MT COOLUM (WHITES),QLD,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
51912,IGA  M EAST FREMANTLE,WA,1,1,0,0,0,0,1,1,0,0,0,0,0,0,2,2,0,0
48124,IGA M DUNCRAIG FRESH,WA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0
221008,IGA M FOODIES MARKET CLAREMONT,WA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0
48112,IGA M LYNWOOD,WA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0
48125,IGA M MARMION,WA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0
50771,IGA M THE DOWNS,WA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0
53160,IGA M THE PARK HIVE,WA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0
48096,IGA L MIDLAND,WA,1,1,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0
39750,IGA M HUNTINGDALE,WA,0,1,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0
181627,LAKESIDE FRESH M IGA,WA,1,1,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0
48329,WITTENOOM RD M IGA,WA,1,1,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0
48148,FARMER JACKS PORT KENNEDY,WA,1,1,0,0,0,0,1,1,0,0,3,3,0,0,0,0,0,0
180238,IGA FOODIES MARKET ALKIMOS,WA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0
251695,IGA FOODIES LANGLEY,WA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0
276496,FRESH& SAVE ARMIDALE,QLD,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
13529,FRESH& SAVE BEERWAH,QLD,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
33149,FRESH& SAVE DEAGON,QLD,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
53421,FRESH& SAVE EAGLEBY,QLD,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
287587,FRESH& SAVE GRAFTON,QLD,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
237297,FRESH& SAVE HERVEY BAY,QLD,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
47846,FRESH& SAVE MARYBROUGH,QLD,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
48369,FRESH& SAVE MORAYFIELD,QLD,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
187529,FRESH& SAVE RICHLANDS,QLD,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
43934,FLAND IGA SAINTS ROAD,SA,3,1,3,3,0,0,2,2,3,3,0,0,1,1,3,3,1,1
14270,MUNNO PARA FOODLAND IGA,SA,6,1,3,3,0,0,3,3,4,4,1,1,1,1,6,6,0,0
21181,IGA L BACCHUS MARSH (CHAMPIONS),VIC,2,1,2,2,0,0,2,2,0,0,0,0,0,0,2,2,0,0
44761,IGA L CHAMPIONS GROVEDALE EAST,VIC,2,1,2,2,0,0,2,2,0,0,0,0,0,0,2,2,0,0
6995,IGA L CHAMPIONS HEATHCOTE,VIC,2,1,2,2,0,0,2,2,0,0,0,0,0,0,2,2,0,0
21650,IGA L CHAMPIONS KANGAROO FLAT,VIC,2,1,2,2,0,0,2,2,0,0,0,0,0,0,2,2,0,0
11537,IGA L CHAMPIONS LONG GULLY,VIC,2,1,2,2,0,0,2,2,0,0,0,0,0,0,2,2,0,0
8872,IGA L CHAMPIONS NAGAMBIE PLUS LIQUOR,VIC,2,1,2,2,0,0,2,2,0,0,0,0,0,0,2,2,0,0
39268,IGA L CHAMPIONS WHITTLESEA,VIC,2,1,2,2,0,0,2,2,0,0,0,0,0,0,2,2,0,0
33283,IGA L STRATHFIELDSAYE CHAMPIONS,VIC,2,1,2,2,0,0,2,2,0,0,0,0,0,0,2,2,0,0
41455,IGA M CHAMPIONS INGLEWOOD,VIC,2,1,2,2,0,0,2,2,0,0,0,0,0,0,2,2,0,0
40676,IGA M GROVEDALE CENTRAL,VIC,2,1,2,2,0,0,2,2,0,0,0,0,0,0,2,2,0,0
183194,IGA MADDINGLEY (CHAMPIONS),VIC,2,1,2,2,0,0,2,2,0,0,0,0,0,0,2,2,0,0
19988,IGA L EAGLEHAWK FAIRLEYS,VIC,2,1,2,2,0,0,2,2,0,0,0,0,0,0,2,2,0,0
19825,FOODWORKS MYRTLEFORD,VIC,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
41283,BENALLA GROCER (FWKS),VIC,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2331,BRIGHTON GROCER,VIC,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
32657,EILDON GROCER,VIC,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0
12006,FOODWORKS APOLLO BAY,VIC,1,1,1,1,2,2,2,2,1,1,0,0,0,0,2,2,0,0
8930,FOODWORKS EAST IVANHOE,VIC,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
15270,FOODWORKS GRIFFITH,VIC,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0
831,FOODWORKS PLUS LIQUOR ALEXANDRA REDDROPS,VIC,1,1,1,1,2,2,2,2,1,1,0,0,0,0,2,2,0,0
3494,FOODWORKS PLUS LIQUOR MANSFIELD (VIC),VIC,1,1,1,1,2,2,2,2,1,1,0,0,0,0,2,2,0,0
2271,FOODWORKS REDDROPS YEA,VIC,1,1,0,0,1,1,2,2,1,1,0,0,0,0,2,2,0,0
5637,FWKS DRIVER GRIFFITH,VIC,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
126818,FWKS ESTELLA,VIC,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
13900,FWKS TURVEY PARK,VIC,1,1,0,0,1,1,1,1,1,1,0,0,0,0,2,2,0,0
32581,IGA L WERRIBEE,VIC,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
3200,NORTH BRIGHTON GROCER (FWKS),VIC,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
30434,IGA Blackman Bay,VIC,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
30176,IGA Spreyton,VIC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0
53307,IGA Champions St Leonards,VIC,2,1,2,2,0,0,2,2,0,0,0,0,0,0,2,2,0,0
19435,IGA L SUMMER HILL (ROMEO),NSW,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
82212,IGA M LOCALI BY ROMEO'S - GEORGE STREET,NSW,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
241463,IGA M LOCALI BY ROMEOS - WYNYARD,NSW,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
127823,IGA Martin Plaza,NSW,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
18681,IGA M MORTDALE,NSW,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
21283,IGA M NORTH SYDNEY PLUS LIQUOR,NSW,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
7126,IGA DARLINGHURST (ROMEO),NSW,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
184236,IGA M PADDINGTON FOODHALL (ROMEO),NSW,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
211128,IGA M ROMEO'S FOODHALL SOUTH EVELEIGH,NSW,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
82269,IGA M ROMEO'S FOODHALL ST LEONARDS,NSW,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
14859,IGA ROMEOS FOODHALL BONDI,NSW,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
19366,SUPA VALU ROMEOS DOONSIDE,NSW,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
81336,DRAKES PROSERPINE,QLD,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208663,DRAKES PUMICESTONE,QLD,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20748,DRAKES  NERANG ROAD ASHMORE,QLD,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85060,DRAKES BILOELA,QLD,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38733,DRAKES CALLIOPE,QLD,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13873,DRAKES CHINCHILLA,QLD,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53194,DRAKES EMU PARK,QLD,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10047,DRAKES GLENMORE ROCKHAMPTON,QLD,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32565,DRAKES GYMPIE,QLD,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43493,DRAKES LOWOOD,QLD,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21236,DRAKES MCDOWALL,QLD,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14977,DRAKES MUNDUBBERA,QLD,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52395,DRAKES NORTH LAKES,QLD,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21821,DRAKES PARKINSON,QLD,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18813,DRAKES REGENTS PARK,QLD,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14782,DRAKES ROCHEDALE,QLD,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13861,DRAKES ROSEWOOD,QLD,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21690,DRAKES SAMFORD,QLD,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38705,DRAKES SUN VALLEY GLADSTONE,QLD,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20787,DRAKES TOOWOOMBA HIGH ST,QLD,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104152,ATHELSTONE FOODLAND IGA,SA,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
6029,CROYDON FOODLAND IGA,SA,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
52523,DAW PARK FOODLAND,SA,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
12914,ERINDALE FOODLAND IGA,SA,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
43163,FAIRVIEW PARK FOODLAND,SA,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
81736,FLAND IGA KILKENNY,SA,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
43170,FLAND IGA ROMEO CAMPBELLTOWN,SA,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
195174,FLAND IGA RUNDLE MALL,SA,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
5245,FLAND ROYAL PARK,SA,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
46569,FOODLAND IGA ALDGATE,SA,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
699,GLENELG SOUTH FOODLAND IGA,SA,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
46120,GREENWITH FOODLAND,SA,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
15263,LOCKLEYS FOODLAND IGA,SA,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
15780,MAGILL FOODLAND IGA,SA,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
43142,MARION FOODLAND IGA,SA,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2511,MCLAREN VALE FOODLAND,SA,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
33310,MITCHAM FOODLAND IGA,SA,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
16717,NORMANVILLE FOODLAND IGA,SA,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
43168,NORTH ADELAIDE FOODLAND IGA,SA,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
43164,OLD REYNELLA FOODLAND IGA,SA,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
3984,ROSEWATER FOODLAND IGA,SA,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
43160,ROSTREVOR FOODLAND IGA,SA,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
43934,SALISBURY EAST FOODLAND,SA,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
52616,STIRLING FOODLAND IGA,SA,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
850730,Foodland Brighton,SA,3,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
66,Aberfoyle Park,SA,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,Aldinga,SA,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Allenby Gardens,SA,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,Angle Vale,SA,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,Ardrossan,SA,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,Ascot Park,SA,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,Aston Hills,SA,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,Blackwood,SA,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,Castle Plaza,SA,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Chinchilla,SA,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,Clovercrest,SA,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,Collinswood,SA,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,Elizabeth Park,SA,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,Findon,SA,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,Fulham Gardens,SA,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,Gawler,SA,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,Gawler East,SA,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,Glenunga MINI,SA,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Golden Grove,SA,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,Grange,SA,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Hackham,SA,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,Hallett Cove,SA,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,Kingscote,SA,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,Lights View,SA,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,Murray Bridge,SA,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,Newton,SA,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,North Haven,SA,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,Port Lincoln,SA,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,Royal Park,SA,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Salisbury North,SA,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,Seaford,SA,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16184,Semaphore,SA,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,Surrey Downs,SA,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Torrensville,SA,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Victor Harbor,SA,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,Walkley Heights MINI,SA,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,Wallaroo,SA,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Wayville,SA,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,West Beach,SA,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,Woodcroft,SA,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,NURIOOTPA Drakes,SA,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,Mount Barker Mini,SA,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,Yankalilla,SA,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43157,IGA ALICE SPRINGS NORTHSIDE,SA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43153,IGA M FLYNN DRIVE SUPERMARKET 83392,SA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250814,BIRREGURRA GEN STORE FGRC,VIC,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17156,SUPA IGA EUROA BURTON'S 969071,VIC,0,1,0,0,1,1,1,1,1,1,3,3,2,2,0,0,0,0
21374,IGA ANGLESEA  295535,VIC,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
18812,SUPA IGA BYRON BAY  120672,QLD,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
48109,IGA GERALDTON (RIGTERS)  135143,WA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48091,IGA GERALDTON QUEENS (RIGTERS) 132098,WA,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276442,Foodworks Euroa,VIC,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
41814,Marco's IGA,VIC,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
32813,SUPA IGA PORTLAND (DALY)  360503,VIC,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2578,IGA KOROIT (DALY) 973636,VIC,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
14261,IGA HEYWOOD (DALY)  409060,VIC,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4628,FRIENDLY GROCER CRESTMEAD,QLD,1,1,0,0,0,0,0,0,0,0,2,2,1,1,2,2,0,0
11914,IGA TARWIN LOWER 549501,VIC,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
52918,IGA LOCAL GROCER SYLVANIA,NSW,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
13631,IGA M WEST DUBBO 226185,NSW,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1008,IGA LOCAL GROCER APOLLO BAY (LIE) 108886,VIC,1,1,0,0,2,2,1,1,1,1,0,0,0,0,2,2,0,0
20287,LEE'S SUPERMARKET WATSONIA 10629,VIC,1,1,0,0,2,2,1,1,1,1,0,0,0,0,2,2,0,0
17727,IGA BROADFORD (LIE) 224881,VIC,1,1,0,0,2,2,1,1,1,1,0,0,0,0,2,2,0,0
